研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文数值,原文单位,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202404301631738631,002142.SZ,宁波银行,国信证券,2024,4.03,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 3.38 3.75 4.03 4.35 4.71
AP202404301631738631,002142.SZ,宁波银行,国信证券,2025,4.35,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 3.38 3.75 4.03 4.35 4.71
AP202404301631738631,002142.SZ,宁波银行,国信证券,2026,4.71,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 3.38 3.75 4.03 4.35 4.71
AP202404301631738633,601398.SH,工商银行,国信证券,2024,0.99,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 0.97 0.98 0.99 1.01 1.06
AP202404301631738633,601398.SH,工商银行,国信证券,2025,1.01,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 0.97 0.98 0.99 1.01 1.06
AP202404301631738633,601398.SH,工商银行,国信证券,2026,1.06,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 0.97 0.98 0.99 1.01 1.06
AP202404301631738696,601658.SH,邮储银行,国信证券,2024,0.82,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 0.79 0.82 0.82 0.86 0.90
AP202404301631738696,601658.SH,邮储银行,国信证券,2025,0.86,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 0.79 0.82 0.82 0.86 0.90
AP202404301631738696,601658.SH,邮储银行,国信证券,2026,0.90,元/股,2024-04-30,2024-04-30,,1,摊薄每股收益(元) 0.79 0.82 0.82 0.86 0.90
AP202404301631822136,601857.SH,中国石油,国信证券,2024,0.95,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.82 0.88 0.95 1.02 1.11
AP202404301631822136,601857.SH,中国石油,国信证券,2025,1.02,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.82 0.88 0.95 1.02 1.11
AP202404301631822136,601857.SH,中国石油,国信证券,2026,1.11,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.82 0.88 0.95 1.02 1.11
AP202404301631822187,600754.SH,锦江酒店,国信证券,2024,1.55,元/股,2024-04-30,2024-04-30,,2,每股收益(元) 0.11 0.94 1.55 1.63 1.85
AP202404301631822187,600754.SH,锦江酒店,国信证券,2025,1.63,元/股,2024-04-30,2024-04-30,,2,每股收益(元) 0.11 0.94 1.55 1.63 1.85
AP202404301631822187,600754.SH,锦江酒店,国信证券,2026,1.85,元/股,2024-04-30,2024-04-30,,2,每股收益(元) 0.11 0.94 1.55 1.63 1.85
AP202404301632037355,601872.SH,招商轮船,国信证券,2024,0.84,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.63 0.59 0.84 0.91 0.97
AP202404301632037355,601872.SH,招商轮船,国信证券,2025,0.91,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.63 0.59 0.84 0.91 0.97
AP202404301632037355,601872.SH,招商轮船,国信证券,2026,0.97,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.63 0.59 0.84 0.91 0.97
AP202404301632037357,601919.SH,中远海控,国信证券,2024,1.82,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 6.81 1.48 1.82 1.85 1.93
AP202404301632037357,601919.SH,中远海控,国信证券,2025,1.85,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 6.81 1.48 1.82 1.85 1.93
AP202404301632037357,601919.SH,中远海控,国信证券,2026,1.93,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 6.81 1.48 1.82 1.85 1.93
AP202404301632038832,600827.SH,百联股份,国信证券,2024,0.41,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.38 0.22 0.41 0.47 0.51
AP202404301632038832,600827.SH,百联股份,国信证券,2025,0.47,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.38 0.22 0.41 0.47 0.51
AP202404301632038832,600827.SH,百联股份,国信证券,2026,0.51,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.38 0.22 0.41 0.47 0.51
AP202404301632052424,688363.SH,华熙生物,国信证券,2024,1.89,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 2.02 1.23 1.89 2.33 2.81
AP202404301632052424,688363.SH,华熙生物,国信证券,2025,2.33,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 2.02 1.23 1.89 2.33 2.81
AP202404301632052424,688363.SH,华熙生物,国信证券,2026,2.81,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 2.02 1.23 1.89 2.33 2.81
AP202404301632071216,601021.SH,春秋航空,国信证券,2024,3.35,元/股,2024-04-30,2024-04-30,,1,每股收益(元) -3.10 2.31 3.35 4.12 4.82
AP202404301632071216,601021.SH,春秋航空,国信证券,2025,4.12,元/股,2024-04-30,2024-04-30,,1,每股收益(元) -3.10 2.31 3.35 4.12 4.82
AP202404301632071216,601021.SH,春秋航空,国信证券,2026,4.82,元/股,2024-04-30,2024-04-30,,1,每股收益(元) -3.10 2.31 3.35 4.12 4.82
AP202404301632085930,300498.SZ,温氏股份,国信证券,2024,1.14,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.81 -0.96 1.14 2.38 1.81
AP202404301632085930,300498.SZ,温氏股份,国信证券,2025,2.38,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.81 -0.96 1.14 2.38 1.81
AP202404301632085930,300498.SZ,温氏股份,国信证券,2026,1.81,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.81 -0.96 1.14 2.38 1.81
AP202404301632098222,002120.SZ,韵达股份,国信证券,2024,0.68,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.51 0.56 0.68 0.83 0.95
AP202404301632098222,002120.SZ,韵达股份,国信证券,2025,0.83,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.51 0.56 0.68 0.83 0.95
AP202404301632098222,002120.SZ,韵达股份,国信证券,2026,0.95,元/股,2024-04-30,2024-04-30,,1,每股收益(元) 0.51 0.56 0.68 0.83 0.95
AP202405031632342202,601688.SH,华泰证券,国信证券,2024,1.5,元/股,2024-05-02,2024-05-03,,1,摊薄每股收益(元) 1.2 1.4 1.5 1.6 1.7
AP202405031632342202,601688.SH,华泰证券,国信证券,2025,1.6,元/股,2024-05-02,2024-05-03,,1,摊薄每股收益(元) 1.2 1.4 1.5 1.6 1.7
AP202405031632342202,601688.SH,华泰证券,国信证券,2026,1.7,元/股,2024-05-02,2024-05-03,,1,摊薄每股收益(元) 1.2 1.4 1.5 1.6 1.7
AP202405031632342203,600905.SH,三峡能源,国信证券,2024,0.31,元/股,2024-05-01,2024-05-03,,1,每股收益(元) 0.25 0.25 0.31 0.35 0.40
AP202405031632342203,600905.SH,三峡能源,国信证券,2025,0.35,元/股,2024-05-01,2024-05-03,,1,每股收益(元) 0.25 0.25 0.31 0.35 0.40
AP202405031632342203,600905.SH,三峡能源,国信证券,2026,0.40,元/股,2024-05-01,2024-05-03,,1,每股收益(元) 0.25 0.25 0.31 0.35 0.40
AP202405051632444762,601288.SH,农业银行,国信证券,2024,0.84,元/股,2024-05-01,2024-05-05,,1,摊薄每股收益(元) 0.74 0.77 0.84 0.88 0.93
AP202405051632444762,601288.SH,农业银行,国信证券,2025,0.88,元/股,2024-05-01,2024-05-05,,1,摊薄每股收益(元) 0.74 0.77 0.84 0.88 0.93
AP202405051632444762,601288.SH,农业银行,国信证券,2026,0.93,元/股,2024-05-01,2024-05-05,,1,摊薄每股收益(元) 0.74 0.77 0.84 0.88 0.93
AP202405051632444765,600036.SH,招商银行,国信证券,2024,6.13,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202405051632444765,600036.SH,招商银行,国信证券,2025,6.65,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202405051632444765,600036.SH,招商银行,国信证券,2026,7.37,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202405051632444767,601916.SH,浙商银行,国信证券,2024,0.58,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 0.43 0.53 0.58 0.65 0.72
AP202405051632444767,601916.SH,浙商银行,国信证券,2025,0.65,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 0.43 0.53 0.58 0.65 0.72
AP202405051632444767,601916.SH,浙商银行,国信证券,2026,0.72,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 0.43 0.53 0.58 0.65 0.72
AP202405051632444769,601988.SH,中国银行,国信证券,2024,0.76,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 0.73 0.74 0.76 0.78 0.81
AP202405051632444769,601988.SH,中国银行,国信证券,2025,0.78,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 0.73 0.74 0.76 0.78 0.81
AP202405051632444769,601988.SH,中国银行,国信证券,2026,0.81,元/股,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 0.73 0.74 0.76 0.78 0.81
AP202405051632444770,688012.SH,中微公司,国信证券,2024,3.31,元/股,2024-04-30,2024-05-05,,1,每股收益(元) 1.90 2.88 3.31 4.18 5.50
AP202405051632444770,688012.SH,中微公司,国信证券,2025,4.18,元/股,2024-04-30,2024-05-05,,1,每股收益(元) 1.90 2.88 3.31 4.18 5.50
AP202405051632444770,688012.SH,中微公司,国信证券,2026,5.50,元/股,2024-04-30,2024-05-05,,1,每股收益(元) 1.90 2.88 3.31 4.18 5.50
AP202405061632467219,000651.SZ,格力电器,国信证券,2024,5.74,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 4.35 5.15 5.74 6.15 6.54
AP202405061632467219,000651.SZ,格力电器,国信证券,2025,6.15,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 4.35 5.15 5.74 6.15 6.54
AP202405061632467219,000651.SZ,格力电器,国信证券,2026,6.54,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 4.35 5.15 5.74 6.15 6.54
AP202405061632467220,300601.SZ,康泰生物,国信证券,2024,0.94,元/股,2024-05-05,2024-05-06,,1,每股收益(元) -0.12 0.77 0.94 1.20 1.49
AP202405061632467220,300601.SZ,康泰生物,国信证券,2025,1.20,元/股,2024-05-05,2024-05-06,,1,每股收益(元) -0.12 0.77 0.94 1.20 1.49
AP202405061632467220,300601.SZ,康泰生物,国信证券,2026,1.49,元/股,2024-05-05,2024-05-06,,1,每股收益(元) -0.12 0.77 0.94 1.20 1.49
AP202405061632467221,603486.SH,科沃斯,国信证券,2024,2.11,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.96 1.06 2.11 2.66 3.24
AP202405061632467221,603486.SH,科沃斯,国信证券,2025,2.66,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.96 1.06 2.11 2.66 3.24
AP202405061632467221,603486.SH,科沃斯,国信证券,2026,3.24,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.96 1.06 2.11 2.66 3.24
AP202405061632467242,603369.SH,今世缘,国信证券,2024,2.99,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.00 2.50 2.99 3.62 4.29
AP202405061632467242,603369.SH,今世缘,国信证券,2025,3.62,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.00 2.50 2.99 3.62 4.29
AP202405061632467242,603369.SH,今世缘,国信证券,2026,4.29,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.00 2.50 2.99 3.62 4.29
AP202405061632468962,002594.SZ,比亚迪,国信证券,2024,12.13,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 5.71 10.32 12.13 14.21 17.08
AP202405061632468962,002594.SZ,比亚迪,国信证券,2025,14.21,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 5.71 10.32 12.13 14.21 17.08
AP202405061632468962,002594.SZ,比亚迪,国信证券,2026,17.08,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 5.71 10.32 12.13 14.21 17.08
AP202405061632468963,600398.SH,海澜之家,国信证券,2024,0.69,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 0.50 0.67 0.69 0.77 0.86
AP202405061632468963,600398.SH,海澜之家,国信证券,2025,0.77,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 0.50 0.67 0.69 0.77 0.86
AP202405061632468963,600398.SH,海澜之家,国信证券,2026,0.86,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 0.50 0.67 0.69 0.77 0.86
AP202405061632468965,000596.SZ,古井贡酒,国信证券,2024,11.01,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 5.95 8.68 11.01 13.68 16.42
AP202405061632468965,000596.SZ,古井贡酒,国信证券,2025,13.68,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 5.95 8.68 11.01 13.68 16.42
AP202405061632468965,000596.SZ,古井贡酒,国信证券,2026,16.42,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 5.95 8.68 11.01 13.68 16.42
AP202405061632468971,688561.SH,奇安信,国信证券,2024,0.27,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 0.08 0.10 0.27 0.49 0.90
AP202405061632468971,688561.SH,奇安信,国信证券,2025,0.49,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 0.08 0.10 0.27 0.49 0.90
AP202405061632468971,688561.SH,奇安信,国信证券,2026,0.90,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 0.08 0.10 0.27 0.49 0.90
AP202405061632468974,600519.SH,贵州茅台,国信证券,2024,69.61,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 49.93 59.49 69.61 80.81 91.04
AP202405061632468974,600519.SH,贵州茅台,国信证券,2025,80.81,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 49.93 59.49 69.61 80.81 91.04
AP202405061632468974,600519.SH,贵州茅台,国信证券,2026,91.04,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 49.93 59.49 69.61 80.81 91.04
AP202405061632468975,002050.SZ,三花智控,国信证券,2024,0.95,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 0.72 0.78 0.95 1.15 1.37
AP202405061632468975,002050.SZ,三花智控,国信证券,2025,1.15,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 0.72 0.78 0.95 1.15 1.37
AP202405061632468975,002050.SZ,三花智控,国信证券,2026,1.37,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 0.72 0.78 0.95 1.15 1.37
AP202405061632468977,601225.SH,陕西煤业,国信证券,2024,2.40,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 3.62 2.19 2.40 2.44 2.48
AP202405061632468977,601225.SH,陕西煤业,国信证券,2025,2.44,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 3.62 2.19 2.40 2.44 2.48
AP202405061632468977,601225.SH,陕西煤业,国信证券,2026,2.48,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 3.62 2.19 2.40 2.44 2.48
AP202405061632468980,300454.SZ,深信服,国信证券,2024,1.01,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 0.47 0.47 1.01 1.66 2.22
AP202405061632468980,300454.SZ,深信服,国信证券,2025,1.66,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 0.47 0.47 1.01 1.66 2.22
AP202405061632468980,300454.SZ,深信服,国信证券,2026,2.22,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 0.47 0.47 1.01 1.66 2.22
AP202405061632468983,601689.SH,拓普集团,国信证券,2024,2.70,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 1.54 1.95 2.70 3.75 4.67
AP202405061632468983,601689.SH,拓普集团,国信证券,2025,3.75,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 1.54 1.95 2.70 3.75 4.67
AP202405061632468983,601689.SH,拓普集团,国信证券,2026,4.67,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 1.54 1.95 2.70 3.75 4.67
AP202405061632468984,000858.SZ,五粮液,国信证券,2024,8.71,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 6.88 7.78 8.71 9.69 10.69
AP202405061632468984,000858.SZ,五粮液,国信证券,2025,9.69,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 6.88 7.78 8.71 9.69 10.69
AP202405061632468984,000858.SZ,五粮液,国信证券,2026,10.69,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 6.88 7.78 8.71 9.69 10.69
AP202405061632468987,600600.SH,青岛啤酒,国信证券,2024,3.73,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.72 3.13 3.73 4.36 4.91
AP202405061632468987,600600.SH,青岛啤酒,国信证券,2025,4.36,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.72 3.13 3.73 4.36 4.91
AP202405061632468987,600600.SH,青岛啤酒,国信证券,2026,4.91,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.72 3.13 3.73 4.36 4.91
AP202405061632468990,002304.SZ,洋河股份,国信证券,2024,6.80,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 6.22 6.65 6.80 7.49 8.36
AP202405061632468990,002304.SZ,洋河股份,国信证券,2025,7.49,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 6.22 6.65 6.80 7.49 8.36
AP202405061632468990,002304.SZ,洋河股份,国信证券,2026,8.36,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 6.22 6.65 6.80 7.49 8.36
AP202405061632468991,300014.SZ,亿纬锂能,国信证券,2024,2.30,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 1.72 1.98 2.30 2.92 3.43
AP202405061632468991,300014.SZ,亿纬锂能,国信证券,2025,2.92,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 1.72 1.98 2.30 2.92 3.43
AP202405061632468991,300014.SZ,亿纬锂能,国信证券,2026,3.43,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 1.72 1.98 2.30 2.92 3.43
AP202405061632468992,002756.SZ,永兴材料,国信证券,2024,3.07,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 15.24 6.32 3.07 3.59 4.10
AP202405061632468992,002756.SZ,永兴材料,国信证券,2025,3.59,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 15.24 6.32 3.07 3.59 4.10
AP202405061632468992,002756.SZ,永兴材料,国信证券,2026,4.10,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 15.24 6.32 3.07 3.59 4.10
AP202405061632468993,601577.SH,长沙银行,国信证券,2024,2.01,元/股,2024-05-04,2024-05-06,,1,摊薄每股收益(元) 1.69 1.86 2.01 2.23 2.48
AP202405061632468993,601577.SH,长沙银行,国信证券,2025,2.23,元/股,2024-05-04,2024-05-06,,1,摊薄每股收益(元) 1.69 1.86 2.01 2.23 2.48
AP202405061632468993,601577.SH,长沙银行,国信证券,2026,2.48,元/股,2024-05-04,2024-05-06,,1,摊薄每股收益(元) 1.69 1.86 2.01 2.23 2.48
AP202405061632468994,600132.SH,重庆啤酒,国信证券,2024,3.02,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.61 2.76 3.02 3.28 3.57
AP202405061632468994,600132.SH,重庆啤酒,国信证券,2025,3.28,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.61 2.76 3.02 3.28 3.57
AP202405061632468994,600132.SH,重庆啤酒,国信证券,2026,3.57,元/股,2024-05-05,2024-05-06,,1,每股收益(元) 2.61 2.76 3.02 3.28 3.57
AP202405061632469001,000568.SZ,泸州老窖,国信证券,2024,10.93,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 7.04 9.00 10.93 13.15 15.52
AP202405061632469001,000568.SZ,泸州老窖,国信证券,2025,13.15,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 7.04 9.00 10.93 13.15 15.52
AP202405061632469001,000568.SZ,泸州老窖,国信证券,2026,15.52,元/股,2024-05-04,2024-05-06,,1,每股收益(元) 7.04 9.00 10.93 13.15 15.52
AP202405061632469009,601127.SH,赛力斯,国信证券,2024,2.14,元/股,2024-05-04,2024-05-06,,1,每股收益(元) -2.56 -1.62 2.14 4.00 5.50
AP202405061632469009,601127.SH,赛力斯,国信证券,2025,4.00,元/股,2024-05-04,2024-05-06,,1,每股收益(元) -2.56 -1.62 2.14 4.00 5.50
AP202405061632469009,601127.SH,赛力斯,国信证券,2026,5.50,元/股,2024-05-04,2024-05-06,,1,每股收益(元) -2.56 -1.62 2.14 4.00 5.50
AP202405061632470054,601998.SH,中信银行,国信证券,2024,1.43,元/股,2024-05-02,2024-05-06,,1,摊薄每股收益(元) 1.27 1.37 1.43 1.47 1.53
AP202405061632470054,601998.SH,中信银行,国信证券,2025,1.47,元/股,2024-05-02,2024-05-06,,1,摊薄每股收益(元) 1.27 1.37 1.43 1.47 1.53
AP202405061632470054,601998.SH,中信银行,国信证券,2026,1.53,元/股,2024-05-02,2024-05-06,,1,摊薄每股收益(元) 1.27 1.37 1.43 1.47 1.53
AP202405061632470160,601818.SH,光大银行,国信证券,2024,0.57,元/股,2024-05-05,2024-05-06,,1,摊薄每股收益(元) 0.68 0.61 0.57 0.57 0.60
AP202405061632470160,601818.SH,光大银行,国信证券,2025,0.57,元/股,2024-05-05,2024-05-06,,1,摊薄每股收益(元) 0.68 0.61 0.57 0.57 0.60
AP202405061632470160,601818.SH,光大银行,国信证券,2026,0.60,元/股,2024-05-05,2024-05-06,,1,摊薄每股收益(元) 0.68 0.61 0.57 0.57 0.60
AP202405061632473809,000938.SZ,紫光股份,国信证券,2024,0.81,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.75 0.74 0.81 0.94 1.06
AP202405061632473809,000938.SZ,紫光股份,国信证券,2025,0.94,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.75 0.74 0.81 0.94 1.06
AP202405061632473809,000938.SZ,紫光股份,国信证券,2026,1.06,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.75 0.74 0.81 0.94 1.06
AP202405061632477360,603833.SH,欧派家居,国信证券,2024,5.34,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 4.41 4.98 5.34 5.77 6.25
AP202405061632477360,603833.SH,欧派家居,国信证券,2025,5.77,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 4.41 4.98 5.34 5.77 6.25
AP202405061632477360,603833.SH,欧派家居,国信证券,2026,6.25,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 4.41 4.98 5.34 5.77 6.25
AP202405061632477361,603290.SH,斯达半导,国信证券,2024,5.59,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 4.79 5.33 5.59 6.30 7.18
AP202405061632477361,603290.SH,斯达半导,国信证券,2025,6.30,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 4.79 5.33 5.59 6.30 7.18
AP202405061632477361,603290.SH,斯达半导,国信证券,2026,7.18,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 4.79 5.33 5.59 6.30 7.18
AP202405061632479883,600900.SH,长江电力,国信证券,2024,1.40,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.94 1.11 1.40 1.48 1.56
AP202405061632479883,600900.SH,长江电力,国信证券,2025,1.48,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.94 1.11 1.40 1.48 1.56
AP202405061632479883,600900.SH,长江电力,国信证券,2026,1.56,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.94 1.11 1.40 1.48 1.56
AP202405061632484832,002027.SZ,分众传媒,国信证券,2024,0.40,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.19 0.33 0.40 0.46 0.48
AP202405061632484832,002027.SZ,分众传媒,国信证券,2025,0.46,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.19 0.33 0.40 0.46 0.48
AP202405061632484832,002027.SZ,分众传媒,国信证券,2026,0.48,元/股,2024-05-06,2024-05-06,,1,每股收益(元) 0.19 0.33 0.40 0.46 0.48
